url,Agency,Bureau,Subcomponent
hsinpiv.hsinuat.dhs.gov,Department of Homeland Security,Headquarters,
i736.cbp.dhs.gov,Department of Homeland Security,Headquarters,
i94.cbp.dhs.gov,Department of Homeland Security,Headquarters,
isccompliance.dhs.gov,Department of Homeland Security,Headquarters,
juntos.gov,Department of Homeland Security,Headquarters,
learn.dhs.gov,Department of Homeland Security,Headquarters,
login.casm.dhs.gov,Department of Homeland Security,Headquarters,
mercury3.dhs.gov,Department of Homeland Security,Headquarters,
myoido.dhs.gov,Department of Homeland Security,Headquarters,
nccad.dhs.gov,Department of Homeland Security,Headquarters,
niem.gov,Department of Homeland Security,Headquarters,
pki.dimc.dhs.gov,Department of Homeland Security,Headquarters,
publication.niem.gov,Department of Homeland Security,Headquarters,
release.niem.gov,Department of Homeland Security,Headquarters,
rules.ncats.cyber.dhs.gov,Department of Homeland Security,Headquarters,
safetyact.gov,Department of Homeland Security,Headquarters,
secure.login.gov,Department of Homeland Security,Headquarters,
share.hsinuat.dhs.gov,Department of Homeland Security,Headquarters,
studyinthestates.dhs.gov,Department of Homeland Security,Headquarters,
together.gov,Department of Homeland Security,Headquarters,
tools.niem.gov,Department of Homeland Security,Headquarters,
tripwire.dhs.gov,Department of Homeland Security,Headquarters,
vine.dhs.gov,Department of Homeland Security,Headquarters,
vinelink.dhs.gov,Department of Homeland Security,Headquarters,
vinewatch.dhs.gov,Department of Homeland Security,Headquarters,
wolverine.jbcwnn.dhs.gov,Department of Homeland Security,Headquarters,
workplace.dhs.gov,Department of Homeland Security,Headquarters,
workplace2.dhs.gov,Department of Homeland Security,Headquarters,
origin-qa-api.cbp.dhs.gov,Department of Homeland Security,"Inaccessible, U.S. Customs and Border Protection",
qa-api.cbp.dhs.gov,Department of Homeland Security,"Inaccessible, U.S. Customs and Border Protection",
ugv.cbp.dhs.gov,Department of Homeland Security,"Server errpr - loads IIS welcome page, U.S. Customs and Border Protection",
beta.tsa.gov,Department of Homeland Security,Transportation Security Administration,
cleveland.tsa.dhs.gov,Department of Homeland Security,Transportation Security Administration,
dac3.tsa.dhs.gov,Department of Homeland Security,Transportation Security Administration,
esecureflight-obt.tsa.dhs.gov,Department of Homeland Security,Transportation Security Administration,
esecureflight.tsa.dhs.gov,Department of Homeland Security,Transportation Security Administration,
exis.tsa.dhs.gov,Department of Homeland Security,Transportation Security Administration,
extranet.tsa.dhs.gov,Department of Homeland Security,Transportation Security Administration,
fpr.tsa.dhs.gov,Department of Homeland Security,Transportation Security Administration,
fts.tsa.dhs.gov,Department of Homeland Security,Transportation Security Administration,
hayes.tsa.dhs.gov,Department of Homeland Security,Transportation Security Administration,
iac.tsa.dhs.gov,Department of Homeland Security,Transportation Security Administration,
ohcrheasp.tsa.dhs.gov,Department of Homeland Security,Transportation Security Administration,
ohcrheast.tsa.dhs.gov,Department of Homeland Security,Transportation Security Administration,
pfdps.tsa.dhs.gov,Department of Homeland Security,Transportation Security Administration,
sg-sp.tsa.dhs.gov,Department of Homeland Security,Transportation Security Administration,
trip.dhs.gov,Department of Homeland Security,Transportation Security Administration,
tsa.gov,Department of Homeland Security,Transportation Security Administration,
tsaapps.tsa.dhs.gov,Department of Homeland Security,Transportation Security Administration,
tsaenrollmentbyidemia.tsa.dhs.gov,Department of Homeland Security,Transportation Security Administration,
citizenshipgrants.uscis.gov,Department of Homeland Security,U.S. Citizenship and Immigration Services,
e-verify.gov,Department of Homeland Security,U.S. Citizenship and Immigration Services,
e-verify.uscis.gov,Department of Homeland Security,U.S. Citizenship and Immigration Services,
egov.uscis.gov,Department of Homeland Security,U.S. Citizenship and Immigration Services,
everify.uscis.gov,Department of Homeland Security,U.S. Citizenship and Immigration Services,
fedhrnavigator.uscis.gov,Department of Homeland Security,U.S. Citizenship and Immigration Services,
midas.uscis.dhs.gov,Department of Homeland Security,U.S. Citizenship and Immigration Services,
my.uscis.gov,Department of Homeland Security,U.S. Citizenship and Immigration Services,
myeverify.uscis.gov,Department of Homeland Security,U.S. Citizenship and Immigration Services,
origin-my.uscis.gov,Department of Homeland Security,U.S. Citizenship and Immigration Services,
save.uscis.gov,Department of Homeland Security,U.S. Citizenship and Immigration Services,
uscis.gov,Department of Homeland Security,U.S. Citizenship and Immigration Services,
developer.nvmc.uscg.gov,Department of Homeland Security,U.S. Coast Guard,
dhssans.nvmc.uscg.gov,Department of Homeland Security,U.S. Coast Guard,
enoad.nvmc.uscg.gov,Department of Homeland Security,U.S. Coast Guard,
navcen.uscg.gov,Department of Homeland Security,U.S. Coast Guard,
restorethegulf.gov,Department of Homeland Security,U.S. Coast Guard,
testdeveloper.nvmc.uscg.gov,Department of Homeland Security,U.S. Coast Guard,
testnvmc.nvmc.uscg.gov,Department of Homeland Security,U.S. Coast Guard,
ace-d3.cbp.gov,Department of Homeland Security,U.S. Customs and Border Protection,
ace-d6.cbp.gov,Department of Homeland Security,U.S. Customs and Border Protection,
ace-sat.cbp.gov,Department of Homeland Security,U.S. Customs and Border Protection,
ace.cbp.gov,Department of Homeland Security,U.S. Customs and Border Protection,
amoc-css.cbp.dhs.gov,Department of Homeland Security,U.S. Customs and Border Protection,
awt.cbp.gov,Department of Homeland Security,U.S. Customs and Border Protection,
bwt.cbp.gov,Department of Homeland Security,U.S. Customs and Border Protection,
cbp.gov,Department of Homeland Security,U.S. Customs and Border Protection,
cbpcomplaints.cbp.gov,Department of Homeland Security,U.S. Customs and Border Protection,
csi-rt.cbp.dhs.gov,Department of Homeland Security,U.S. Customs and Border Protection,
csi-rt2.cbp.dhs.gov,Department of Homeland Security,U.S. Customs and Border Protection,
ctpat.cbp.dhs.gov,Department of Homeland Security,U.S. Customs and Border Protection,
dtops.cbp.dhs.gov,Department of Homeland Security,U.S. Customs and Border Protection,
e-safe.cbp.dhs.gov,Department of Homeland Security,U.S. Customs and Border Protection,
eallegations.cbp.gov,Department of Homeland Security,U.S. Customs and Border Protection,
eapis.cbp.dhs.gov,Department of Homeland Security,U.S. Customs and Border Protection,
eisavpn.cbp.gov,Department of Homeland Security,U.S. Customs and Border Protection,
erulings.cbp.gov,Department of Homeland Security,U.S. Customs and Border Protection,
esafe.cbp.dhs.gov,Department of Homeland Security,U.S. Customs and Border Protection,
esta.cbp.dhs.gov,Department of Homeland Security,U.S. Customs and Border Protection,
evus.gov,Department of Homeland Security,U.S. Customs and Border Protection,
help.cbp.gov,Department of Homeland Security,U.S. Customs and Border Protection,
helpspanish.cbp.gov,Department of Homeland Security,U.S. Customs and Border Protection,
iprr.cbp.gov,Department of Homeland Security,U.S. Customs and Border Protection,
iprs.cbp.gov,Department of Homeland Security,U.S. Customs and Border Protection,
mclprtest.cbp.dhs.gov,Department of Homeland Security,U.S. Customs and Border Protection,
mrctpat.cbp.dhs.gov,Department of Homeland Security,U.S. Customs and Border Protection,
rsp.cbp.gov,Department of Homeland Security,U.S. Customs and Border Protection,
rulings.cbp.gov,Department of Homeland Security,U.S. Customs and Border Protection,
teregistration.cbp.gov,Department of Homeland Security,U.S. Customs and Border Protection,
ttp.dhs.gov,Department of Homeland Security,U.S. Customs and Border Protection,
vetting.cbp.dhs.gov,Department of Homeland Security,U.S. Customs and Border Protection,
webamoss.cbp.dhs.gov,Department of Homeland Security,U.S. Customs and Border Protection,
eserviceregistration.ice.gov,Department of Homeland Security,U.S. Immigration and Customs Enforcement,
etd.ice.gov,Department of Homeland Security,U.S. Immigration and Customs Enforcement,
ice.gov,Department of Homeland Security,U.S. Immigration and Customs Enforcement,
locator.ice.gov,Department of Homeland Security,U.S. Immigration and Customs Enforcement,
portal.ice.gov,Department of Homeland Security,U.S. Immigration and Customs Enforcement,
cpnireporting.gov,Department of Homeland Security,United States Secret Service,
ncfi.usss.gov,Department of Homeland Security,United States Secret Service,
pix.secretservice.gov,Department of Homeland Security,United States Secret Service,
secretservice.gov,Department of Homeland Security,United States Secret Service,
usdollars.usss.gov,Department of Homeland Security,United States Secret Service,
hudhomestore.gov,Department of Housing and Urban Development,Department of Housing and Urban Development,
opportunityzones.hud.gov,Department of Housing and Urban Development,Department of Housing and Urban Development,
access.ginniemae.gov,Department of Housing and Urban Development,Government National Mortgage Association,
bulk.ginniemae.gov,Department of Housing and Urban Development,Government National Mortgage Association,
ginniemae.gov,Department of Housing and Urban Development,Government National Mortgage Association,
jira.ginniemae.gov,Department of Housing and Urban Development,Government National Mortgage Association,
my.ginniemae.gov,Department of Housing and Urban Development,Government National Mortgage Association,
hudoig.gov,Department of Housing and Urban Development,Office of Inspector General,
securemail.hudoig.gov,Department of Housing and Urban Development,Office of Inspector General,
archives.huduser.gov,Department of Housing and Urban Development,"U.S. Department of Housing and Urban Development, Office of Policy Development and Research",
